pair,lookback_window,event_type,context_type,context_value,horizon_bars,event_frequency_per_1000_bars,mean_forward_return,reversal_probability,sample_count,bars_observed,low_sample
USDJPY,24,sweep_high,session,london,4,56.98567335243553,7.175483033281857e-05,0.48471440064360416,2486,43625,False
USDJPY,24,sweep_high,session,london,8,56.98567335243553,7.368128569003747e-05,0.47988736926790027,2486,43625,False
USDJPY,24,sweep_high,session,new_york,1,46.25528360626693,4.486054214107814e-06,0.4990424076607387,3655,79018,False
USDJPY,24,sweep_high,session,new_york,2,46.25528360626693,1.2308810415682517e-05,0.504514363885089,3655,79018,False
USDJPY,24,sweep_high,session,new_york,4,46.25528360626693,2.8928047261882004e-05,0.5094391244870041,3655,79018,False
USDJPY,24,sweep_high,session,new_york,8,46.25528360626693,3.497813288700646e-05,0.5195622435020519,3655,79018,False
USDJPY,24,sweep_low,session,asia,1,49.84710679002666,-1.2223704048071682e-07,0.5249705072748722,2543,51016,False
USDJPY,24,sweep_low,session,asia,2,49.84710679002666,-8.475700491474075e-06,0.5178922532441997,2543,51016,False
USDJPY,24,sweep_low,session,asia,4,49.84710679002666,-1.4972308134385324e-05,0.5241840346047975,2543,51016,False
USDJPY,24,sweep_low,session,asia,8,49.84710679002666,-2.0468588895634047e-05,0.525756979944947,2543,51016,False
USDJPY,24,sweep_low,session,london,1,49.55873925501432,-1.6780531641372452e-06,0.5129509713228492,2162,43625,False
USDJPY,24,sweep_low,session,london,2,49.55873925501432,2.4052097574739276e-05,0.5203515263644773,2162,43625,False
USDJPY,24,sweep_low,session,london,4,49.55873925501432,2.43022783845517e-05,0.5383903792784459,2162,43625,False
USDJPY,24,sweep_low,session,london,8,49.55873925501432,2.9251826944110598e-05,0.5351526364477336,2162,43625,False
USDJPY,24,sweep_low,session,new_york,1,37.77620289048065,-4.56421452042695e-06,0.5155778894472361,2985,79018,False
USDJPY,24,sweep_low,session,new_york,2,37.77620289048065,1.1902665798370958e-05,0.5323283082077052,2985,79018,False
USDJPY,24,sweep_low,session,new_york,4,37.77620289048065,4.6277122587757116e-05,0.5396984924623116,2985,79018,False
USDJPY,24,sweep_low,session,new_york,8,37.77620289048065,5.22784378395496e-05,0.5514237855946399,2985,79018,False
USDJPY,48,sweep_high,session,asia,1,34.7930061157284,-7.851264681523025e-06,0.5138028169014085,1775,51016,False
USDJPY,48,sweep_high,session,asia,2,34.7930061157284,4.752171811986771e-06,0.5025352112676056,1775,51016,False
